Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Goal_Amount
16295000,8788000,7507000,1733000,1273000,875000,711000,822000,335000,1372000,1667000,200000000
17684000,12160000,5524000,2782000,1295000,1077000,977000,3228000,409000,1487000,906000,1000000000
8752000,5856000,2896000,1294000,425000,607000,379000,724000,235000,1207000,985000,500000000
22168000,14574000,7594000,2816000,1891000,2382000,876000,2051000,805000,2374000,1379000,50000000
5702000,3640000,2061000,577000,260000,543000,353000,763000,89000,581000,475000,50000000
11576000,6882000,4694000,1391000,659000,818000,615000,797000,496000,1231000,876000,20000000
14529000,8395000,6134000,1470000,530000,1336000,850000,1043000,640000,1096000,1429000,100000000
17062000,13448000,3614000,3676000,2225000,811000,1115000,2686000,639000,1167000,1129000,200000000
22881000,20907000,1974000,3668000,1888000,1546000,1666000,4882000,554000,3792000,2911000,50000000
5709000,4161000,1547000,894000,611000,354000,230000,255000,324000,812000,681000,500000000
12462000,7902000,4560000,2071000,794000,459000,726000,1944000,482000,741000,684000,100000000
5000000,2858000,2142000,571000,272000,282000,291000,239000,146000,517000,541000,100000000
15158000,13242000,1917000,3924000,2469000,1035000,927000,2076000,557000,1062000,1191000,100000000
16358000,15331000,1028000,4516000,1606000,1970000,1255000,2582000,623000,1048000,1731000,200000000
22954000,15084000,7870000,2950000,1579000,855000,940000,3282000,1148000,2563000,1766000,100000000
15603000,9844000,5759000,2671000,620000,826000,675000,2522000,549000,946000,1036000,200000000
20220000,15583000,4637000,2340000,2240000,2103000,1364000,1083000,1216000,2773000,2463000,100000000
17919000,15212000,2708000,3031000,1033000,1259000,1176000,3513000,1363000,2242000,1595000,500000000
12824000,9040000,3784000,2119000,1181000,525000,785000,1064000,301000,1555000,1511000,50000000
7955000,6233000,1722000,1212000,743000,536000,634000,1648000,572000,469000,419000,100000000
16375000,13468000,2907000,3073000,785000,1856000,1270000,1477000,1107000,2533000,1367000,100000000
7539000,7029000,511000,1639000,349000,756000,652000,1313000,473000,546000,1300000,200000000
21476000,12333000,9143000,3201000,1869000,1414000,1040000,1080000,566000,1760000,1404000,50000000
14190000,13463000,726000,2732000,1719000,693000,886000,3344000,463000,1958000,1668000,500000000
20976000,14190000,6786000,4274000,2052000,1681000,995000,880000,453000,1036000,2818000,20000000
12599000,10400000,2199000,2451000,1203000,982000,964000,1238000,296000,2521000,745000,20000000
16344000,12382000,3962000,2392000,1028000,1164000,768000,2578000,964000,1327000,2159000,100000000
16047000,11538000,4509000,2236000,1310000,1220000,1061000,2451000,852000,1745000,663000,500000000
14775000,12029000,2746000,2292000,1182000,1465000,769000,2652000,708000,1543000,1417000,50000000
12837000,8704000,4132000,2060000,1291000,717000,986000,891000,690000,578000,1491000,100000000
16962000,9444000,7519000,2138000,896000,1312000,884000,1153000,465000,1855000,742000,100000000
10369000,7466000,2903000,1365000,1059000,391000,661000,1627000,416000,681000,1265000,200000000
8953000,6579000,2374000,1718000,481000,701000,799000,479000,511000,741000,1148000,50000000
21214000,12534000,8680000,3882000,918000,1138000,834000,3113000,561000,930000,1159000,100000000
18636000,17164000,1472000,3316000,2349000,2347000,1430000,2232000,1067000,1452000,2970000,500000000
15329000,9234000,6096000,1700000,1113000,657000,595000,1820000,279000,1386000,1684000,20000000
23326000,15958000,7367000,3838000,1404000,1833000,1690000,2633000,639000,1362000,2559000,500000000
13661000,7783000,5878000,1543000,1060000,558000,747000,1473000,465000,1007000,931000,50000000
21614000,16018000,5596000,3694000,1520000,1553000,801000,2924000,835000,2711000,1980000,20000000
15878000,10137000,5741000,1606000,537000,942000,994000,1818000,642000,1994000,1604000,100000000
9876000,7113000,2764000,1440000,905000,425000,508000,1437000,432000,1219000,747000,100000000
24240000,14570000,9670000,2757000,1285000,2293000,1225000,2831000,397000,1372000,2409000,100000000
19954000,10460000,9494000,1744000,677000,1408000,887000,2120000,865000,1182000,1576000,50000000
14395000,12245000,2150000,2784000,935000,1003000,1236000,2647000,849000,1717000,1075000,100000000
18636000,14694000,3942000,2705000,1400000,1598000,1382000,2978000,1045000,2592000,994000,20000000
12981000,8481000,4500000,2112000,490000,768000,696000,1965000,608000,1177000,665000,20000000
19146000,9982000,9164000,2352000,1614000,1481000,768000,1322000,382000,1443000,620000,500000000
5000000,4448000,552000,802000,474000,533000,286000,890000,339000,397000,727000,100000000
9901000,5707000,4194000,1215000,434000,323000,373000,1309000,432000,683000,938000,100000000
19896000,18281000,1615000,4129000,2307000,2613000,1147000,2400000,481000,1901000,3303000,100000000
13752000,9838000,3914000,2112000,1198000,624000,767000,1888000,271000,1237000,1741000,100000000
16038000,10475000,5562000,2519000,1309000,792000,898000,1273000,933000,2013000,737000,50000000
8266000,6892000,1374000,1205000,508000,892000,641000,615000,272000,1387000,1371000,200000000
24239000,21684000,2555000,5193000,1460000,1635000,1309000,3333000,1655000,4102000,2997000,100000000
20953000,13972000,6981000,2707000,1946000,891000,1002000,3024000,350000,2493000,1560000,100000000
13997000,9564000,4433000,2452000,918000,1044000,774000,1392000,799000,1295000,890000,50000000
12977000,9018000,3959000,2292000,492000,1267000,727000,1032000,588000,1461000,1159000,20000000
20148000,18436000,1712000,3881000,2385000,1412000,1532000,2202000,1591000,2258000,3177000,50000000
24912000,20220000,4692000,6039000,1867000,2399000,2072000,2677000,1822000,1534000,1811000,100000000
19769000,12087000,7681000,2137000,1710000,902000,754000,1975000,258000,2095000,2256000,50000000
25859000,15082000,10777000,2799000,2404000,1502000,1515000,1731000,825000,1015000,3291000,200000000
10388000,6271000,4117000,1189000,675000,739000,451000,1443000,249000,410000,1115000,50000000
10903000,6745000,4158000,1701000,1082000,735000,488000,967000,440000,428000,904000,500000000
9055000,5466000,3590000,1116000,568000,737000,453000,928000,267000,352000,1044000,200000000
17209000,13704000,3505000,3206000,2185000,1934000,1354000,2236000,625000,998000,1167000,50000000
15878000,8767000,7111000,1809000,894000,671000,398000,1891000,465000,1182000,1455000,100000000
14240000,9602000,4638000,1652000,571000,1007000,650000,1456000,418000,1923000,1925000,200000000
19046000,14880000,4166000,2549000,2057000,1709000,882000,2310000,1008000,2406000,1960000,100000000
21162000,13351000,7811000,2888000,1700000,1293000,780000,2532000,492000,1799000,1866000,20000000
7372000,3902000,3469000,952000,572000,538000,244000,332000,200000,661000,404000,50000000
12015000,6450000,5565000,1287000,829000,965000,428000,381000,468000,798000,1295000,100000000
19101000,10633000,8468000,2615000,998000,1333000,691000,1543000,759000,2036000,657000,500000000
12661000,11093000,1568000,1882000,783000,1649000,1043000,1773000,611000,1318000,2034000,20000000
11009000,8764000,2245000,2126000,840000,1355000,815000,1327000,529000,670000,1102000,50000000
20093000,10630000,9463000,2646000,727000,609000,761000,1607000,603000,1752000,1926000,500000000
8552000,5781000,2771000,1459000,438000,610000,384000,1051000,431000,1060000,349000,100000000
13492000,8437000,5055000,1621000,988000,687000,926000,2302000,312000,787000,815000,100000000
16643000,12651000,3992000,2437000,1850000,1303000,1200000,2662000,427000,1526000,1245000,200000000
12131000,8919000,3212000,1469000,752000,914000,744000,1291000,507000,1425000,1817000,100000000
18916000,13553000,5363000,3085000,1837000,1393000,1520000,955000,954000,2383000,1427000,50000000
12156000,7798000,4357000,1966000,732000,704000,580000,975000,327000,1596000,919000,1000000000
22043000,12388000,9655000,2787000,1659000,1251000,1365000,1688000,639000,1687000,1313000,100000000
14371000,11987000,2385000,2344000,1784000,943000,691000,1743000,303000,1808000,2372000,100000000
18356000,16446000,1910000,3668000,2092000,1178000,1283000,3633000,490000,1597000,2506000,200000000
18730000,17323000,1407000,3955000,925000,2094000,948000,3395000,1153000,3134000,1720000,50000000
11862000,6244000,5618000,999000,614000,562000,562000,1376000,301000,662000,1169000,500000000
5000000,4165000,835000,956000,553000,580000,241000,470000,113000,570000,680000,500000000
16804000,13895000,2908000,3188000,1369000,1816000,1021000,1567000,1021000,1871000,2043000,100000000
15361000,14228000,1134000,2971000,2516000,2169000,958000,1388000,565000,1528000,2132000,50000000
17779000,10913000,6866000,2731000,648000,1047000,848000,2587000,456000,1139000,1456000,500000000
13867000,11565000,2302000,2471000,889000,1373000,720000,2028000,881000,1409000,1794000,1000000000
12848000,6740000,6108000,1639000,780000,709000,1030000,709000,334000,981000,558000,20000000
25042000,19635000,5408000,4035000,2954000,2706000,1227000,2580000,1820000,1620000,2693000,1000000000
7638000,5025000,2613000,1055000,513000,454000,413000,404000,317000,880000,988000,100000000
18670000,15795000,2875000,3161000,1008000,1824000,1338000,3849000,720000,1558000,2337000,500000000
12127000,10775000,1352000,2452000,950000,1517000,1142000,1390000,673000,1359000,1292000,100000000
13321000,8847000,4474000,1735000,1025000,1065000,941000,1496000,506000,1323000,757000,100000000
13414000,9880000,3535000,2062000,1418000,1083000,937000,1077000,647000,1672000,984000,100000000
10983000,6072000,4911000,1413000,692000,571000,502000,1159000,190000,569000,976000,1000000000
17856000,12278000,5578000,2242000,779000,1297000,756000,2963000,816000,1708000,1716000,200000000
21953000,14541000,7412000,2896000,1545000,1488000,1083000,1665000,1212000,1591000,3060000,50000000
17350000,10105000,7245000,2373000,885000,1014000,840000,1164000,500000,1971000,1359000,200000000
15517000,14004000,1513000,2669000,1789000,1528000,1147000,2086000,528000,2503000,1754000,20000000
10068000,5705000,4363000,1379000,782000,656000,704000,678000,214000,580000,712000,100000000
17584000,13823000,3762000,2560000,1791000,1213000,759000,2978000,614000,1424000,2483000,50000000
25782000,23218000,2564000,4657000,4095000,3474000,1473000,3645000,806000,1605000,3462000,200000000
13097000,11923000,1174000,2128000,873000,1318000,1069000,2071000,421000,2064000,1979000,100000000
13120000,11243000,1877000,2531000,1587000,637000,1131000,2189000,712000,1344000,1112000,200000000
12195000,7064000,5131000,2030000,1318000,499000,808000,519000,409000,521000,961000,100000000
12553000,10894000,1659000,2440000,987000,1209000,631000,2020000,837000,588000,2184000,1000000000
5000000,3122000,1878000,634000,197000,432000,310000,502000,153000,620000,273000,100000000
17025000,15579000,1446000,3064000,2609000,1074000,1502000,1314000,577000,3510000,1930000,20000000
10772000,8823000,1949000,2456000,1199000,1006000,870000,748000,283000,1000000,1261000,50000000
6949000,5930000,1019000,1112000,475000,901000,400000,921000,411000,850000,859000,200000000
18766000,10101000,8665000,2694000,1175000,627000,962000,1482000,721000,1695000,745000,200000000
9590000,7310000,2280000,1736000,775000,558000,478000,989000,449000,916000,1408000,50000000
13307000,11570000,1736000,2715000,828000,1754000,1220000,2188000,498000,1189000,1179000,200000000
22332000,19825000,2508000,4556000,3222000,1542000,1955000,2145000,1986000,2880000,1540000,100000000
7954000,4079000,3874000,848000,556000,517000,410000,852000,125000,360000,412000,50000000
7337000,6769000,568000,1186000,1075000,781000,621000,1656000,170000,426000,852000,50000000
16347000,8492000,7854000,2524000,1275000,778000,654000,604000,771000,874000,1012000,500000000
20747000,16111000,4636000,4481000,2278000,1151000,1636000,2623000,1286000,1102000,1553000,50000000
7128000,5788000,1340000,1420000,714000,640000,491000,670000,316000,733000,804000,50000000
17038000,9342000,7696000,1542000,790000,1261000,876000,1392000,231000,1522000,1729000,500000000
17905000,9339000,8566000,2342000,1272000,684000,668000,1749000,271000,779000,1574000,100000000
5000000,4266000,734000,1043000,542000,555000,434000,408000,148000,606000,530000,1000000000
18993000,12784000,6209000,2668000,2177000,1701000,1319000,1249000,948000,1606000,1115000,50000000
19383000,10626000,8757000,2032000,1395000,943000,572000,2153000,657000,748000,2125000,200000000
13441000,11334000,2108000,2560000,1363000,1394000,1021000,2240000,725000,828000,1203000,50000000
21262000,18755000,2506000,4410000,1460000,1529000,2107000,3142000,1507000,3154000,1447000,50000000
20682000,15808000,4874000,3102000,2725000,1838000,1616000,2886000,413000,1299000,1929000,500000000
15516000,8884000,6632000,1622000,886000,1072000,705000,1062000,599000,1359000,1579000,500000000
12743000,6459000,6284000,1699000,1091000,714000,592000,863000,261000,585000,653000,500000000
10136000,8264000,1871000,1649000,898000,894000,583000,1136000,540000,1792000,771000,500000000
14812000,11073000,3739000,2198000,849000,1631000,1052000,2566000,845000,756000,1177000,100000000
17849000,14152000,3697000,3211000,1908000,1592000,1034000,2219000,871000,1488000,1829000,50000000
13379000,11585000,1794000,2256000,1383000,1217000,548000,2093000,398000,1754000,1935000,100000000
5000000,3477000,1523000,742000,454000,491000,233000,593000,146000,573000,246000,50000000
21344000,11868000,9476000,2786000,830000,2102000,838000,2240000,1056000,1009000,1007000,50000000
15951000,14723000,1228000,3385000,2257000,1746000,1138000,1867000,1160000,1301000,1870000,1000000000
13102000,9766000,3336000,2467000,1287000,996000,729000,1515000,416000,1549000,808000,50000000
19286000,14983000,4303000,3093000,1216000,1603000,1149000,2851000,692000,1913000,2467000,100000000
22623000,20814000,1809000,3590000,2944000,1338000,1769000,3442000,551000,3393000,3788000,500000000
5000000,4596000,404000,882000,600000,521000,448000,797000,305000,736000,307000,20000000
17171000,13006000,4165000,2353000,956000,1548000,1028000,916000,865000,2530000,2810000,200000000
7867000,4987000,2880000,1139000,538000,783000,265000,972000,189000,612000,489000,200000000
17496000,16598000,898000,3423000,1899000,2491000,1018000,3127000,757000,2240000,1644000,100000000
15640000,12611000,3028000,2054000,1782000,1656000,1119000,2398000,853000,1466000,1284000,500000000
18179000,12430000,5748000,3010000,1259000,1571000,1294000,1102000,570000,2649000,977000,100000000
12504000,9402000,3102000,1757000,1355000,1096000,805000,1152000,692000,798000,1746000,50000000
5634000,3871000,1763000,900000,639000,403000,315000,611000,192000,432000,380000,200000000
12748000,11470000,1278000,2711000,695000,1471000,595000,2381000,778000,1941000,898000,100000000
17034000,12216000,4819000,2482000,588000,1417000,1015000,2799000,248000,1787000,1879000,50000000
20077000,17479000,2598000,3191000,2289000,2691000,1099000,2814000,751000,3393000,1250000,500000000
9141000,8026000,1114000,1808000,1331000,659000,546000,1660000,316000,669000,1036000,100000000
20135000,17537000,2598000,3341000,2332000,1988000,1432000,1138000,1624000,2713000,2968000,100000000
11761000,9702000,2058000,2575000,1527000,1206000,914000,602000,531000,1565000,783000,200000000
16812000,14874000,1939000,3368000,1919000,1068000,1704000,1110000,902000,2856000,1946000,100000000
12451000,8395000,4056000,2202000,1018000,767000,481000,1712000,305000,1001000,910000,100000000
15911000,8776000,7134000,2609000,617000,686000,860000,1000000,324000,1532000,1148000,100000000
19459000,17107000,2353000,3751000,1094000,2711000,1489000,3746000,1039000,1594000,1683000,100000000
8865000,6420000,2445000,1453000,772000,789000,575000,860000,233000,1102000,636000,20000000
11600000,6465000,5135000,1256000,719000,638000,481000,1253000,431000,1066000,620000,100000000
15925000,8789000,7136000,1701000,1017000,688000,882000,2186000,474000,1167000,675000,100000000
27008000,15439000,11569000,3398000,1824000,1396000,1274000,3781000,473000,1934000,1358000,20000000
10684000,8953000,1731000,2003000,1085000,628000,698000,1546000,209000,967000,1817000,200000000
25201000,20662000,4539000,4184000,1297000,2222000,1736000,4454000,728000,1930000,4110000,20000000
25022000,14806000,10216000,2334000,1623000,1835000,1321000,2535000,545000,1849000,2764000,100000000
14513000,12788000,1725000,3076000,1746000,926000,1384000,1559000,579000,1344000,2174000,20000000
13509000,8465000,5045000,1871000,1158000,634000,843000,1327000,440000,1454000,739000,500000000
11540000,9888000,1652000,1495000,1052000,722000,662000,2400000,720000,1328000,1510000,500000000
14659000,10554000,4105000,2235000,1168000,1123000,738000,1891000,212000,1425000,1762000,200000000
7966000,6606000,1361000,1739000,651000,1109000,647000,816000,541000,667000,435000,50000000
14619000,9818000,4800000,2444000,975000,1399000,979000,1185000,508000,1733000,595000,500000000
22484000,14755000,7730000,3609000,1553000,1785000,1369000,1756000,1296000,915000,2471000,200000000
11945000,10495000,1450000,2777000,1601000,767000,759000,1468000,761000,1651000,709000,500000000
13796000,7117000,6679000,1611000,604000,814000,513000,1529000,194000,1146000,706000,100000000
6494000,6096000,399000,1334000,479000,428000,459000,967000,549000,1126000,754000,100000000
16870000,13356000,3514000,3271000,2193000,1253000,804000,1816000,433000,2626000,959000,100000000
16322000,11338000,4985000,2542000,1358000,1104000,1248000,1337000,549000,988000,2213000,100000000
15319000,11989000,3330000,2919000,755000,1065000,661000,2833000,976000,1957000,822000,50000000
13916000,7727000,6189000,1816000,902000,639000,628000,1860000,252000,927000,702000,500000000
13536000,9899000,3637000,2330000,1202000,1231000,964000,1113000,561000,955000,1543000,50000000
17510000,16517000,993000,2857000,1898000,1275000,1032000,3290000,1493000,1962000,2709000,200000000
14856000,9001000,5855000,1653000,1054000,1237000,561000,2221000,564000,600000,1111000,500000000
16575000,13675000,2900000,2550000,1050000,2120000,1374000,2340000,933000,2412000,895000,100000000
16075000,11184000,4891000,2309000,1026000,1171000,648000,1699000,677000,1711000,1943000,50000000
20617000,16362000,4255000,3738000,1240000,1135000,1716000,2913000,999000,1365000,3255000,20000000
18385000,10888000,7497000,2541000,1284000,1556000,724000,820000,1113000,1905000,945000,200000000
15964000,11362000,4602000,2564000,1226000,1523000,1090000,1269000,607000,801000,2283000,100000000
22592000,21260000,1332000,4415000,2351000,1969000,1331000,4735000,1492000,2420000,2547000,200000000
17101000,10054000,7048000,2248000,1044000,1278000,918000,2324000,614000,541000,1086000,1000000000
21525000,16927000,4598000,2990000,1786000,2098000,1662000,2919000,921000,2552000,2000000,100000000
18035000,13689000,4346000,2999000,1313000,2388000,1236000,1415000,1177000,833000,2328000,200000000
5790000,4368000,1423000,1054000,319000,658000,441000,672000,106000,442000,675000,50000000
21524000,16720000,4804000,4264000,1524000,1421000,1088000,2998000,885000,1823000,2716000,50000000
15676000,11381000,4295000,2122000,942000,1276000,763000,1082000,766000,2182000,2248000,100000000
14740000,7482000,7258000,1892000,974000,487000,552000,934000,170000,948000,1526000,100000000
16407000,14849000,1558000,3115000,1960000,846000,1141000,2064000,1132000,2019000,2572000,1000000000
13275000,11578000,1697000,2770000,1426000,1410000,1092000,1197000,813000,1021000,1848000,100000000
16135000,9332000,6803000,2420000,1169000,1444000,788000,1234000,339000,1350000,588000,500000000
12041000,8260000,3781000,2059000,813000,1483000,838000,1059000,402000,728000,878000,200000000
21371000,18096000,3275000,4273000,2146000,1366000,1489000,3059000,1075000,3525000,1165000,500000000
14432000,13581000,851000,3123000,1469000,933000,1248000,2204000,538000,1696000,2370000,500000000
13087000,12145000,942000,2825000,628000,1218000,1021000,1843000,821000,2090000,1699000,100000000
10375000,9387000,989000,2866000,1716000,855000,1205000,845000,426000,803000,671000,20000000
16344000,9337000,7007000,2481000,620000,851000,545000,927000,739000,1481000,1694000,100000000
15936000,14525000,1410000,3316000,1689000,2252000,1017000,1215000,806000,2537000,1693000,50000000
16942000,15168000,1774000,2854000,1689000,2185000,1609000,1045000,787000,2807000,2193000,200000000
9864000,6605000,3259000,1603000,889000,928000,596000,661000,200000,817000,911000,50000000
6994000,4739000,2255000,1280000,814000,566000,365000,512000,455000,319000,428000,100000000
18128000,12816000,5312000,2374000,1918000,1418000,1315000,2598000,542000,1188000,1463000,20000000
22423000,17833000,4591000,3496000,2031000,2413000,1775000,3592000,613000,1749000,2164000,20000000
9868000,6092000,3776000,1632000,880000,552000,398000,674000,164000,730000,1062000,100000000
22947000,11711000,11237000,2695000,802000,1803000,1234000,1132000,676000,870000,2499000,200000000
16420000,9253000,7166000,2117000,1323000,693000,1194000,1057000,294000,671000,1905000,200000000
14965000,10446000,4519000,1831000,1559000,1447000,681000,1272000,528000,1427000,1701000,100000000
13012000,8157000,4855000,1788000,761000,1016000,665000,867000,591000,1278000,1192000,50000000
8077000,6818000,1260000,1857000,578000,814000,1000000,566000,507000,858000,636000,100000000
19939000,10927000,9012000,2404000,839000,1470000,1003000,1958000,271000,1845000,1137000,100000000
11122000,10153000,969000,2263000,928000,713000,905000,2292000,358000,1594000,1101000,500000000
11101000,10023000,1078000,2592000,849000,1239000,633000,1817000,264000,1286000,1343000,200000000
19960000,18142000,1818000,3349000,1792000,2412000,1735000,1261000,1465000,2587000,3542000,50000000
5585000,4651000,934000,869000,453000,661000,328000,924000,187000,528000,701000,500000000
7382000,4046000,3336000,898000,352000,637000,230000,631000,103000,456000,740000,200000000
14909000,10394000,4515000,2193000,578000,667000,759000,2263000,762000,1353000,1819000,500000000
16466000,9207000,7260000,1651000,1385000,982000,877000,1228000,493000,1044000,1546000,200000000
17424000,16456000,968000,3213000,2047000,2369000,1327000,3440000,761000,2148000,1150000,100000000
13491000,8767000,4724000,2241000,1062000,1004000,913000,546000,715000,1528000,758000,500000000
27652000,21109000,6542000,4327000,1959000,2436000,1501000,3439000,918000,3446000,3084000,100000000
13861000,11792000,2069000,2718000,1247000,1299000,777000,811000,513000,2555000,1872000,200000000
13846000,12659000,1187000,1965000,1646000,1611000,1203000,1480000,840000,2329000,1585000,100000000
11015000,9253000,1762000,1388000,1130000,1082000,455000,1893000,287000,1475000,1543000,500000000
15620000,12551000,3069000,2486000,725000,1931000,1261000,2734000,668000,1237000,1509000,200000000
18075000,12828000,5247000,2282000,760000,1799000,753000,3083000,895000,2519000,737000,500000000
21018000,16235000,4783000,3656000,2154000,1319000,1832000,2735000,1391000,1528000,1619000,100000000
7554000,4097000,3457000,906000,320000,408000,290000,744000,245000,781000,403000,500000000
13770000,12362000,1408000,2196000,1910000,913000,1012000,2078000,681000,1856000,1717000,200000000
17234000,12834000,4400000,3429000,1675000,977000,1053000,2092000,353000,2523000,733000,100000000
17935000,9292000,8644000,1839000,753000,857000,478000,1437000,495000,1712000,1720000,500000000
15033000,13739000,1293000,3351000,1462000,2333000,1193000,923000,633000,2897000,947000,100000000
17712000,12756000,4956000,3412000,1634000,1498000,789000,1195000,698000,2366000,1164000,100000000
10955000,9760000,1196000,2329000,701000,1482000,986000,1017000,708000,886000,1651000,50000000
22790000,20182000,2607000,4142000,2359000,2451000,1670000,2158000,996000,3052000,3353000,20000000
19963000,17310000,2653000,4164000,1177000,1367000,2107000,3192000,602000,1745000,2955000,20000000
8275000,4366000,3909000,817000,695000,311000,336000,930000,206000,596000,476000,200000000
9624000,5882000,3742000,1665000,551000,653000,414000,686000,264000,1035000,614000,100000000
9765000,8730000,1035000,1762000,1090000,980000,455000,1439000,255000,1121000,1628000,100000000
18390000,16634000,1755000,4038000,1263000,1314000,1748000,2443000,777000,3706000,1345000,500000000
8576000,6056000,2520000,1442000,610000,843000,550000,1004000,493000,717000,396000,200000000
13345000,9315000,4030000,1718000,1269000,633000,1022000,1969000,705000,1331000,669000,500000000
17274000,9998000,7275000,2351000,612000,707000,858000,1787000,799000,1597000,1287000,100000000
14669000,13727000,942000,2791000,1345000,1257000,1411000,1327000,719000,2173000,2705000,50000000
16294000,9710000,6584000,2260000,829000,1092000,771000,1981000,207000,1194000,1377000,100000000
9671000,5666000,4005000,1274000,643000,890000,515000,1165000,142000,373000,665000,50000000
17974000,14331000,3643000,3565000,1446000,2107000,885000,3402000,413000,1279000,1235000,200000000
11934000,7271000,4663000,1235000,865000,932000,451000,1191000,450000,1290000,856000,100000000
13377000,12339000,1037000,3104000,780000,759000,1052000,2426000,401000,2364000,1453000,20000000
16189000,8174000,8015000,1491000,555000,1078000,763000,2022000,249000,1405000,610000,20000000
15515000,7798000,7718000,2292000,947000,989000,719000,747000,752000,817000,535000,20000000
15120000,10995000,4125000,2445000,1736000,783000,696000,2368000,422000,805000,1742000,200000000
11247000,8094000,3153000,1748000,1020000,794000,505000,856000,377000,1448000,1345000,50000000
13502000,7744000,5759000,1688000,782000,632000,385000,1583000,298000,1335000,1042000,200000000
15011000,10846000,4165000,2596000,1567000,955000,892000,1648000,833000,1238000,1117000,100000000
8125000,5567000,2557000,1031000,844000,384000,428000,1074000,403000,933000,472000,100000000
12687000,11427000,1261000,2591000,868000,1650000,770000,1139000,527000,2088000,1795000,50000000
16938000,8540000,8399000,1595000,624000,1141000,733000,1676000,668000,658000,1445000,500000000
8613000,8090000,523000,1482000,778000,758000,768000,555000,618000,1413000,1719000,100000000
20783000,16231000,4552000,2491000,1054000,2056000,1152000,2896000,994000,2725000,2863000,100000000
21348000,12133000,9215000,2573000,1460000,1883000,970000,1075000,1023000,2281000,869000,200000000
8774000,4572000,4202000,1208000,584000,706000,401000,515000,173000,501000,483000,20000000
21788000,16170000,5618000,3211000,2052000,2166000,1701000,938000,601000,3603000,1898000,100000000
14282000,8651000,5631000,1816000,776000,987000,826000,1268000,601000,906000,1471000,200000000
17093000,10863000,6230000,2799000,1685000,1219000,1002000,1665000,678000,1060000,756000,200000000
12517000,7639000,4878000,2203000,828000,847000,882000,858000,640000,572000,810000,50000000
19615000,15547000,4069000,3739000,1731000,2579000,1051000,1709000,522000,1205000,3010000,100000000
17030000,12757000,4273000,2596000,1774000,1493000,1023000,2708000,539000,1946000,678000,100000000
10929000,5848000,5081000,1388000,527000,533000,496000,777000,348000,616000,1163000,1000000000
9174000,6761000,2413000,1510000,591000,744000,605000,1286000,317000,1193000,514000,200000000
7698000,6590000,1108000,1734000,824000,766000,492000,683000,168000,1251000,671000,100000000
15940000,8552000,7387000,1740000,1175000,1117000,555000,1803000,246000,574000,1343000,50000000
17862000,16083000,1779000,3489000,1141000,1084000,1099000,3377000,532000,2364000,2998000,50000000
18255000,13878000,4377000,3053000,1598000,1554000,1211000,2603000,721000,2082000,1056000,1000000000
14410000,13369000,1041000,3287000,1887000,1106000,1143000,1835000,609000,2028000,1475000,100000000
9215000,5222000,3993000,1090000,618000,421000,360000,1512000,205000,439000,577000,200000000
11590000,10977000,613000,2508000,949000,1486000,1034000,1506000,775000,1186000,1532000,50000000
20762000,16400000,4362000,3723000,1912000,1350000,840000,2763000,1107000,2303000,2401000,200000000
12577000,9500000,3077000,2149000,789000,1300000,624000,1882000,345000,1455000,957000,50000000
15717000,11503000,4214000,2152000,997000,747000,898000,2710000,714000,1940000,1345000,200000000
9622000,4913000,4708000,1222000,792000,843000,415000,436000,135000,331000,739000,500000000
16683000,15396000,1287000,3056000,1882000,2250000,1589000,1331000,1232000,2107000,1948000,100000000
12712000,10040000,2672000,2000000,643000,853000,869000,1540000,841000,1918000,1374000,500000000
20234000,10951000,9283000,2508000,835000,1249000,989000,2351000,295000,2003000,721000,100000000
18868000,9612000,9256000,2815000,1485000,838000,1222000,716000,885000,913000,739000,500000000
12521000,6547000,5975000,1816000,751000,883000,513000,806000,198000,1124000,455000,100000000
14367000,11123000,3244000,2775000,1395000,673000,1103000,1283000,934000,604000,2356000,50000000
12244000,9505000,2739000,2436000,1428000,943000,1058000,1256000,533000,1159000,691000,200000000
7903000,5728000,2174000,1473000,617000,931000,620000,346000,328000,735000,679000,100000000
10713000,6835000,3878000,1232000,1025000,428000,349000,1483000,454000,702000,1163000,20000000
15991000,11822000,4169000,2614000,1730000,1342000,1146000,633000,427000,1757000,2172000,200000000
16626000,12176000,4450000,3597000,963000,982000,920000,2504000,756000,900000,1553000,100000000
15743000,8009000,7734000,1889000,682000,1041000,680000,545000,215000,1657000,1299000,500000000
13491000,8461000,5031000,1537000,737000,717000,652000,1932000,524000,901000,1461000,20000000
19665000,10303000,9362000,1927000,742000,878000,1041000,2161000,737000,787000,2032000,100000000
15318000,13864000,1454000,2534000,1151000,1188000,996000,2755000,1008000,1630000,2600000,50000000
18516000,15301000,3215000,3404000,1498000,1142000,1292000,3195000,845000,2058000,1867000,100000000
6131000,5814000,317000,1404000,313000,818000,480000,1351000,374000,328000,745000,500000000
5000000,3180000,1820000,779000,199000,446000,162000,423000,92000,539000,540000,500000000
16419000,14700000,1719000,2450000,846000,1944000,1128000,3154000,916000,2279000,1983000,100000000
7876000,6075000,1801000,1547000,468000,520000,650000,744000,174000,1086000,886000,200000000
13938000,9811000,4127000,1779000,1137000,849000,923000,1624000,367000,902000,2230000,50000000
