user_id,income,total_spending,savings_investment,spending_behavior_class,is_budget_tracker_user,spending_food,spending_transport,spending_bills,spending_entertainment,spending_shopping,spending_education,spending_other
6835,19000000,10421000,8579000,balanced,1,2188000,1846000,827000,3266000,1642000,177000,475000
6836,5000000,4063000,937000,high_spender,1,940000,16000,411000,348000,895000,1049000,404000
6837,14000000,9689000,4311000,balanced,0,340000,348000,1596000,2279000,2160000,1058000,1908000
6838,31000000,20932000,10068000,balanced,1,4336000,3320000,290000,2594000,644000,5132000,4616000
6839,31000000,16626000,14374000,balanced,0,1552000,4135000,873000,3212000,3180000,740000,2934000
6840,31000000,29604000,1396000,high_spender,0,2820000,2317000,2742000,3460000,4781000,7175000,6309000
6841,23000000,11830000,11170000,balanced,1,1497000,1517000,2049000,2080000,1509000,1463000,1715000
6842,12000000,9666000,2334000,high_spender,1,69000,2284000,401000,2651000,2049000,93000,2119000
6843,40000000,25335000,14665000,balanced,1,5216000,4907000,2452000,1530000,4773000,4391000,2066000
6844,50000000,15627000,34373000,savings_oriented,0,3034000,3150000,2101000,457000,2816000,3685000,384000
6845,26000000,14397000,11603000,balanced,1,3480000,1826000,2061000,1549000,822000,1666000,2993000
6846,21000000,17764000,3236000,high_spender,0,322000,3568000,4654000,7817000,323000,421000,659000
6847,47000000,17100000,29900000,savings_oriented,1,3992000,3946000,2200000,1475000,2200000,1760000,1527000
6848,37000000,28525000,8475000,high_spender,1,8435000,7432000,647000,6170000,2486000,1728000,1627000
6849,40000000,20562000,19438000,balanced,1,2106000,4040000,847000,4683000,2498000,2288000,4100000
6850,41000000,37829000,3171000,high_spender,0,4017000,3349000,3471000,3289000,8973000,4486000,10244000
6851,11000000,6364000,4636000,balanced,0,1482000,1471000,59000,970000,1414000,955000,13000
6852,37000000,22182000,14818000,balanced,1,4670000,180000,1620000,2927000,4406000,4252000,4127000
6853,48000000,19027000,28973000,savings_oriented,0,2436000,1701000,3149000,5334000,3248000,164000,2995000
6854,17000000,6038000,10962000,savings_oriented,1,1470000,988000,968000,845000,47000,484000,1236000
6855,27000000,26926000,74000,high_spender,0,3898000,5734000,1292000,1521000,560000,7754000,6167000
6856,49000000,23883000,25117000,savings_oriented,1,8220000,2384000,1115000,401000,6552000,1457000,3754000
6857,38000000,31202000,6798000,high_spender,1,9075000,118000,5412000,8058000,4736000,2060000,1743000
6858,37000000,36027000,973000,high_spender,1,4771000,485000,4437000,6826000,3253000,6566000,9689000
6859,13000000,8702000,4298000,balanced,0,656000,291000,3272000,1403000,1819000,444000,817000
6860,15000000,4907000,10093000,savings_oriented,1,608000,980000,994000,953000,334000,644000,394000
6861,24000000,10886000,13114000,savings_oriented,1,690000,899000,2125000,2315000,1710000,1293000,1854000
6862,32000000,13124000,18876000,savings_oriented,1,483000,1785000,3723000,1167000,13000,3722000,2231000
6863,28000000,20360000,7640000,high_spender,0,3049000,251000,2627000,4815000,3438000,2221000,3959000
6864,34000000,14767000,19233000,savings_oriented,1,2485000,1332000,1582000,2063000,2855000,2841000,1609000
6865,26000000,10080000,15920000,savings_oriented,0,1726000,290000,2083000,3144000,486000,1958000,393000
6866,17000000,13188000,3812000,high_spender,1,2716000,1113000,1535000,589000,463000,3988000,2784000
6867,17000000,10244000,6756000,balanced,1,3323000,206000,724000,2082000,2246000,1380000,283000
6868,29000000,20855000,8145000,high_spender,0,3443000,2396000,6003000,1111000,5007000,379000,2516000
6869,43000000,21763000,21237000,balanced,0,5997000,1750000,4854000,1457000,544000,4021000,3140000
6870,24000000,7993000,16007000,savings_oriented,1,569000,1012000,353000,2274000,1547000,92000,2146000
6871,50000000,16751000,33249000,savings_oriented,0,1564000,280000,4903000,4128000,3009000,820000,2047000
6872,9000000,4887000,4113000,balanced,1,892000,746000,1187000,184000,461000,371000,1046000
6873,6000000,4791000,1209000,high_spender,0,764000,618000,979000,451000,238000,741000,1000000
6874,18000000,17607000,393000,high_spender,1,1858000,3289000,207000,3960000,2387000,1073000,4833000
6875,13000000,6617000,6383000,balanced,0,1514000,943000,1336000,282000,1583000,358000,601000
6876,27000000,16680000,10320000,balanced,0,2573000,2896000,352000,3043000,3353000,186000,4277000
6877,49000000,36125000,12875000,high_spender,0,2302000,7228000,1853000,7024000,7067000,9530000,1121000
6878,23000000,18336000,4664000,high_spender,1,913000,1719000,1593000,3429000,2917000,3559000,4206000
6879,15000000,12006000,2994000,high_spender,1,115000,922000,2548000,2286000,2998000,1884000,1253000
6880,14000000,6346000,7654000,savings_oriented,1,549000,212000,1118000,1590000,646000,1595000,636000
6881,41000000,14070000,26930000,savings_oriented,1,1746000,3319000,81000,853000,3240000,1233000,3598000
6882,12000000,10531000,1469000,high_spender,0,727000,2733000,1187000,1485000,410000,2338000,1651000
6883,23000000,18648000,4352000,high_spender,0,2221000,277000,2081000,618000,5907000,1847000,5697000
6884,49000000,35700000,13300000,high_spender,1,7362000,7286000,7084000,675000,120000,6509000,6664000
6885,38000000,23439000,14561000,balanced,1,3715000,807000,5354000,7105000,4908000,267000,1283000
6886,17000000,12733000,4267000,high_spender,1,1713000,719000,2573000,2446000,1439000,2238000,1605000
6887,43000000,35483000,7517000,high_spender,0,5013000,7880000,824000,1387000,7901000,4058000,8420000
6888,42000000,26923000,15077000,balanced,1,5237000,3003000,4311000,5002000,4557000,2364000,2449000
6889,21000000,13205000,7795000,balanced,1,2436000,2472000,445000,2670000,1809000,2617000,756000
6890,8000000,4917000,3083000,balanced,1,1122000,1178000,1113000,107000,234000,861000,302000
6891,41000000,32956000,8044000,high_spender,0,6977000,6310000,6915000,261000,7334000,3704000,1455000
6892,27000000,16372000,10628000,balanced,1,1689000,2897000,734000,3227000,3231000,2901000,1693000
6893,7000000,3260000,3740000,savings_oriented,0,216000,798000,202000,767000,227000,492000,558000
6894,5000000,3923000,1077000,high_spender,1,971000,877000,297000,712000,93000,666000,307000
6895,7000000,3386000,3614000,savings_oriented,1,67000,625000,724000,528000,510000,222000,710000
6896,10000000,3968000,6032000,savings_oriented,1,456000,332000,505000,600000,687000,704000,684000
6897,28000000,9771000,18229000,savings_oriented,1,1255000,2158000,360000,502000,2653000,1637000,1206000
6898,32000000,26277000,5723000,high_spender,1,788000,96000,7496000,299000,3806000,4096000,9696000
6899,40000000,25883000,14117000,balanced,1,241000,156000,144000,4051000,8295000,7619000,5377000
6900,22000000,13319000,8681000,balanced,1,39000,3569000,62000,3158000,2441000,1154000,2896000
6901,10000000,5012000,4988000,balanced,1,939000,468000,516000,508000,899000,841000,841000
6902,38000000,34740000,3260000,high_spender,1,4963000,8990000,9215000,2545000,4549000,353000,4125000
6903,6000000,5879000,121000,high_spender,1,447000,439000,1445000,728000,547000,1024000,1249000
6904,34000000,11757000,22243000,savings_oriented,1,3150000,182000,1600000,2013000,1766000,1536000,1510000
6905,39000000,15799000,23201000,savings_oriented,0,2051000,2675000,2102000,3408000,4893000,105000,565000
6906,31000000,19929000,11071000,balanced,0,86000,712000,6248000,2652000,4115000,6105000,11000
6907,30000000,9643000,20357000,savings_oriented,1,576000,1225000,1395000,1848000,1620000,1892000,1087000
6908,21000000,10421000,10579000,savings_oriented,1,399000,30000,799000,2775000,1156000,3538000,1724000
6909,47000000,24046000,22954000,balanced,1,4877000,2726000,749000,4325000,2413000,3353000,5603000
6910,8000000,4041000,3959000,balanced,0,1017000,548000,469000,183000,230000,1151000,443000
6911,30000000,23861000,6139000,high_spender,1,6879000,523000,2428000,2887000,3461000,4496000,3187000
6912,48000000,46452000,1548000,high_spender,0,1543000,7220000,1492000,14000,2263000,21372000,12548000
6913,37000000,23904000,13096000,balanced,0,5331000,2822000,213000,5766000,5539000,3592000,641000
6914,45000000,23693000,21307000,balanced,0,1965000,6834000,5953000,1277000,335000,3580000,3749000
6915,45000000,39930000,5070000,high_spender,1,7808000,588000,5079000,5501000,5232000,6141000,9581000
6916,8000000,7592000,408000,high_spender,0,362000,319000,1605000,1366000,1385000,1194000,1361000
6917,39000000,35316000,3684000,high_spender,1,6869000,2485000,269000,8689000,3847000,4493000,8664000
6918,42000000,32170000,9830000,high_spender,1,8844000,5963000,4610000,3178000,5553000,1927000,2095000
6919,7000000,4651000,2349000,balanced,1,944000,96000,1222000,671000,1122000,160000,436000
6920,38000000,18649000,19351000,savings_oriented,0,2100000,3002000,140000,1965000,2792000,5774000,2876000
6921,44000000,24649000,19351000,balanced,1,3409000,2016000,1663000,7097000,3509000,5551000,1404000
6922,21000000,11851000,9149000,balanced,0,3009000,1019000,193000,2282000,483000,2023000,2842000
6923,47000000,44074000,2926000,high_spender,1,943000,7689000,7565000,7636000,5332000,11252000,3657000
6924,36000000,12885000,23115000,savings_oriented,0,1128000,3716000,1779000,341000,3657000,1601000,663000
6925,26000000,17060000,8940000,balanced,0,463000,3021000,654000,4071000,3487000,1114000,4250000
6926,37000000,23700000,13300000,balanced,0,2699000,2342000,2936000,1638000,5810000,4250000,4025000
6927,41000000,17852000,23148000,savings_oriented,0,4558000,880000,613000,2484000,1822000,3829000,3666000
6928,29000000,20913000,8087000,high_spender,0,2593000,1672000,1017000,5299000,3347000,2590000,4395000
6929,15000000,11987000,3013000,high_spender,1,4903000,458000,1493000,302000,3494000,816000,521000
6930,11000000,10872000,128000,high_spender,1,2027000,1432000,4000,2719000,156000,2390000,2144000
6931,40000000,27135000,12865000,balanced,0,3601000,6397000,2707000,3571000,922000,5853000,4084000
6932,18000000,5559000,12441000,savings_oriented,1,1588000,941000,858000,749000,40000,284000,1099000
6933,44000000,15404000,28596000,savings_oriented,0,2414000,71000,943000,3976000,742000,3603000,3655000
6934,38000000,15312000,22688000,savings_oriented,0,2103000,1528000,3296000,2621000,601000,2887000,2276000
6935,38000000,30728000,7272000,high_spender,1,7517000,4709000,2313000,5838000,6081000,1512000,2758000
6936,32000000,13247000,18753000,savings_oriented,0,1406000,1193000,2777000,1406000,2139000,1843000,2483000
6937,42000000,37234000,4766000,high_spender,0,4213000,9235000,4507000,3892000,7222000,5981000,2184000
6938,17000000,13582000,3418000,high_spender,1,2154000,677000,1374000,2572000,1177000,3194000,2434000
6939,42000000,37097000,4903000,high_spender,0,283000,6457000,6908000,8218000,9160000,102000,5969000
6940,35000000,11734000,23266000,savings_oriented,0,2189000,1713000,839000,2458000,1966000,1079000,1490000
6941,33000000,13502000,19498000,savings_oriented,0,4305000,1910000,593000,416000,3398000,140000,2740000
6942,10000000,8000000,2000000,high_spender,1,1311000,1345000,1428000,1337000,994000,1185000,400000
6943,31000000,30640000,360000,high_spender,0,2827000,3521000,281000,8079000,7381000,1102000,7449000
6944,38000000,17961000,20039000,savings_oriented,0,2573000,2675000,3316000,4947000,1066000,777000,2607000
6945,15000000,6750000,8250000,savings_oriented,1,1128000,802000,567000,1267000,1056000,324000,1606000
6946,12000000,5603000,6397000,savings_oriented,0,584000,622000,368000,1113000,1696000,1087000,133000
6947,39000000,26766000,12234000,balanced,1,617000,9655000,6989000,1483000,4503000,1588000,1931000
6948,20000000,16201000,3799000,high_spender,0,4855000,2213000,1651000,1758000,1000000,2980000,1744000
6949,47000000,30278000,16722000,balanced,1,4490000,4762000,6441000,8099000,849000,4125000,1512000
6950,18000000,10416000,7584000,balanced,1,97000,257000,2497000,1546000,1941000,2406000,1672000
6951,39000000,15459000,23541000,savings_oriented,1,3467000,3142000,386000,2793000,1438000,3194000,1039000
6952,26000000,14845000,11155000,balanced,0,2270000,4171000,777000,2020000,422000,4567000,618000
6953,13000000,7312000,5688000,balanced,1,545000,1226000,1282000,882000,1360000,753000,1264000
6954,22000000,20450000,1550000,high_spender,0,4487000,2531000,1258000,4813000,5812000,530000,1019000
6955,17000000,15127000,1873000,high_spender,0,927000,1447000,3921000,1614000,224000,3104000,3890000
6956,44000000,27980000,16020000,balanced,0,6933000,3642000,4304000,460000,2878000,4361000,5402000
6957,41000000,23071000,17929000,balanced,0,785000,5590000,5204000,4180000,5114000,610000,1588000
6958,43000000,20678000,22322000,savings_oriented,0,2252000,2303000,3321000,4274000,2847000,2251000,3430000
6959,27000000,19117000,7883000,high_spender,0,2794000,3786000,1079000,2091000,3637000,2056000,3674000
6960,45000000,18131000,26869000,savings_oriented,1,1443000,2879000,2529000,720000,3445000,2407000,4708000
6961,12000000,5255000,6745000,savings_oriented,0,227000,22000,603000,1361000,1392000,786000,864000
6962,26000000,13899000,12101000,balanced,1,431000,466000,4127000,1180000,2208000,3808000,1679000
6963,33000000,23429000,9571000,high_spender,0,239000,960000,2440000,2098000,4009000,8414000,5269000
6964,36000000,35432000,568000,high_spender,1,7994000,1739000,2657000,5477000,4103000,6338000,7124000
6965,7000000,6327000,673000,high_spender,1,1603000,515000,2061000,232000,172000,670000,1074000
6966,11000000,6870000,4130000,balanced,0,596000,430000,159000,1490000,1719000,1002000,1474000
6967,32000000,27953000,4047000,high_spender,0,2832000,5321000,4897000,648000,4216000,6289000,3750000
6968,14000000,6920000,7080000,savings_oriented,1,1253000,1181000,1142000,1297000,1075000,96000,876000
6969,48000000,25104000,22896000,balanced,0,295000,5035000,403000,2444000,7269000,3559000,6099000
6970,19000000,17420000,1580000,high_spender,1,4837000,608000,2223000,2752000,1691000,1038000,4271000
6971,18000000,7619000,10381000,savings_oriented,0,331000,1158000,942000,919000,1978000,1516000,775000
6972,42000000,34483000,7517000,high_spender,0,2062000,2415000,7283000,11989000,1353000,4519000,4862000
6973,17000000,5397000,11603000,savings_oriented,1,1285000,991000,1083000,12000,658000,824000,544000
6974,19000000,13889000,5111000,high_spender,0,1555000,1232000,2819000,2654000,214000,2399000,3016000
6975,5000000,4227000,773000,high_spender,0,911000,1052000,703000,918000,347000,283000,13000
6976,22000000,8310000,13690000,savings_oriented,1,336000,2217000,1156000,1568000,1052000,374000,1607000
6977,19000000,12973000,6027000,balanced,0,968000,326000,2274000,3029000,1624000,3045000,1707000
6978,38000000,21667000,16333000,balanced,1,4177000,4284000,3827000,3496000,981000,3668000,1234000
6979,32000000,18788000,13212000,balanced,0,678000,1443000,4529000,4981000,3515000,1235000,2407000
6980,16000000,14817000,1183000,high_spender,1,2020000,2895000,264000,3109000,2553000,2793000,1183000
6981,38000000,34937000,3063000,high_spender,0,4288000,7649000,5980000,3058000,3924000,469000,9569000
6982,33000000,11032000,21968000,savings_oriented,1,1033000,1173000,2791000,1575000,1159000,1136000,2165000
6983,15000000,14163000,837000,high_spender,1,2264000,1112000,1282000,3077000,1641000,2553000,2234000
6984,31000000,21379000,9621000,balanced,1,2121000,4868000,4523000,2382000,1457000,5358000,670000
6985,15000000,4788000,10212000,savings_oriented,0,543000,1047000,190000,700000,848000,919000,541000
6986,36000000,34768000,1232000,high_spender,0,5989000,7787000,1636000,6729000,1931000,3852000,6844000
6987,48000000,25215000,22785000,balanced,0,5201000,990000,2908000,2488000,3772000,5338000,4518000
6988,5000000,1916000,3084000,savings_oriented,1,41000,701000,159000,29000,399000,393000,194000
6989,25000000,8880000,16120000,savings_oriented,0,374000,1936000,1980000,1034000,1537000,1913000,106000
6990,28000000,26779000,1221000,high_spender,1,1733000,12047000,2061000,1707000,4326000,3571000,1334000
6991,35000000,27340000,7660000,high_spender,1,4460000,1207000,6510000,6039000,2485000,4471000,2168000
6992,46000000,40264000,5736000,high_spender,0,7264000,4080000,6048000,3049000,3815000,6273000,9735000
6993,17000000,5248000,11752000,savings_oriented,0,1118000,1134000,136000,672000,680000,411000,1097000
6994,31000000,15180000,15820000,savings_oriented,1,1209000,2137000,929000,1724000,3429000,2406000,3346000
6995,22000000,19889000,2111000,high_spender,0,1774000,5037000,3729000,1569000,3319000,2593000,1868000
6996,22000000,16082000,5918000,high_spender,1,841000,4981000,5362000,771000,1518000,1287000,1322000
6997,41000000,17258000,23742000,savings_oriented,0,1793000,2864000,1257000,2107000,3635000,3459000,2143000
6998,36000000,27466000,8534000,high_spender,0,1000,2880000,3599000,3728000,6361000,6659000,4238000
6999,39000000,14213000,24787000,savings_oriented,0,347000,2042000,2502000,331000,2727000,2920000,3344000
7000,8000000,5225000,2775000,balanced,0,918000,841000,1152000,324000,182000,799000,1009000
7001,26000000,14214000,11786000,balanced,0,899000,3807000,915000,4030000,502000,2107000,1954000
7002,42000000,13673000,28327000,savings_oriented,1,1262000,1999000,3117000,1906000,2410000,1713000,1266000
7003,32000000,19111000,12889000,balanced,0,1859000,763000,2189000,3456000,3802000,3689000,3353000
7004,45000000,26058000,18942000,balanced,1,1788000,2754000,4417000,4408000,2158000,5749000,4784000
7005,33000000,15567000,17433000,savings_oriented,1,1331000,2484000,3085000,2457000,1287000,3644000,1279000
7006,32000000,14810000,17190000,savings_oriented,0,209000,71000,2973000,4009000,4016000,3197000,335000
7007,30000000,27698000,2302000,high_spender,0,5083000,3778000,4453000,3362000,4133000,3172000,3717000
7008,13000000,4628000,8372000,savings_oriented,0,156000,1111000,577000,784000,809000,572000,619000
7009,34000000,33205000,795000,high_spender,1,9905000,9998000,7723000,2470000,167000,2498000,444000
7010,48000000,28533000,19467000,balanced,1,99000,9089000,7892000,298000,3968000,1276000,5911000
7011,45000000,24811000,20189000,balanced,0,3537000,5645000,4743000,3648000,2793000,3434000,1011000
7012,18000000,13085000,4915000,high_spender,0,2746000,1922000,343000,2807000,1414000,2091000,1762000
7013,43000000,24758000,18242000,balanced,1,1883000,6240000,2921000,431000,2495000,6257000,4531000
7014,14000000,10570000,3430000,high_spender,1,726000,603000,1940000,1307000,2679000,1574000,1741000
7015,20000000,7580000,12420000,savings_oriented,0,744000,1615000,1540000,277000,390000,527000,2487000
7016,31000000,9331000,21669000,savings_oriented,1,610000,1259000,2459000,673000,1625000,1081000,1624000
7017,30000000,22035000,7965000,high_spender,1,4803000,4226000,1464000,3547000,5185000,583000,2227000
7018,36000000,14038000,21962000,savings_oriented,0,1187000,4975000,665000,1549000,629000,1400000,3633000
7019,33000000,14658000,18342000,savings_oriented,1,3619000,600000,103000,1767000,4120000,2511000,1938000
7020,50000000,42086000,7914000,high_spender,0,2782000,8485000,8965000,2225000,9161000,6423000,4045000
7021,19000000,13321000,5679000,high_spender,0,1857000,1143000,369000,127000,2602000,3068000,4155000
7022,17000000,8235000,8765000,savings_oriented,0,1774000,158000,1372000,1633000,1447000,1545000,306000
7023,33000000,14824000,18176000,savings_oriented,1,357000,3560000,3569000,1101000,111000,4918000,1208000
7024,26000000,22792000,3208000,high_spender,1,2548000,4938000,482000,5205000,4533000,838000,4248000
7025,41000000,33453000,7547000,high_spender,1,9470000,1691000,1397000,3550000,7478000,5528000,4339000
7026,40000000,38529000,1471000,high_spender,1,1995000,3912000,6545000,9646000,4555000,7072000,4804000
7027,26000000,21352000,4648000,high_spender,0,3491000,7099000,1112000,4504000,2061000,2000000,1085000
7028,40000000,12012000,27988000,savings_oriented,0,2317000,1433000,1717000,1160000,2265000,725000,2395000
7029,42000000,29026000,12974000,balanced,0,9612000,4146000,823000,6636000,1008000,676000,6125000
7030,9000000,5334000,3666000,balanced,1,213000,273000,686000,627000,979000,1374000,1182000
7031,29000000,16320000,12680000,balanced,1,2926000,282000,4140000,2283000,3547000,1076000,2066000
7032,24000000,11197000,12803000,savings_oriented,1,1393000,707000,2839000,2618000,648000,2357000,635000
7033,27000000,15267000,11733000,balanced,1,3353000,848000,2773000,2692000,1683000,1802000,2116000
7034,7000000,3756000,3244000,balanced,0,843000,199000,799000,811000,69000,194000,841000
7035,20000000,13121000,6879000,balanced,1,1612000,123000,2795000,3033000,1930000,1704000,1924000
7036,44000000,38310000,5690000,high_spender,1,1584000,2110000,7269000,4238000,9574000,4425000,9110000
7037,41000000,38772000,2228000,high_spender,0,7563000,9048000,5415000,2808000,9484000,2894000,1560000
7038,29000000,20931000,8069000,high_spender,0,1750000,4209000,5629000,6458000,1252000,1032000,601000
7039,25000000,7936000,17064000,savings_oriented,0,1308000,1310000,1491000,160000,1441000,934000,1292000
7040,27000000,17106000,9894000,balanced,0,984000,812000,763000,4604000,833000,5231000,3879000
7041,32000000,22667000,9333000,high_spender,0,3904000,4257000,1936000,3260000,1297000,3627000,4386000
7042,15000000,11808000,3192000,high_spender,1,295000,180000,2260000,833000,3496000,1681000,3063000
7043,42000000,23085000,18915000,balanced,1,3366000,3892000,4206000,3133000,3094000,3180000,2214000
7044,21000000,16478000,4522000,high_spender,1,1783000,1872000,3107000,5272000,1605000,2604000,235000
7045,25000000,21709000,3291000,high_spender,0,4718000,1853000,4803000,1886000,4714000,76000,3659000
7046,7000000,6027000,973000,high_spender,0,1184000,899000,1047000,642000,978000,634000,643000
7047,24000000,20647000,3353000,high_spender,0,6023000,104000,3992000,429000,2150000,5748000,2201000
7048,49000000,30396000,18604000,balanced,1,896000,416000,7931000,8268000,3414000,8412000,1059000
7049,44000000,31380000,12620000,high_spender,0,5308000,377000,4695000,3777000,2612000,8151000,6460000
7050,32000000,22860000,9140000,high_spender,0,2763000,5209000,4762000,0,4890000,4625000,611000
7051,24000000,23873000,127000,high_spender,0,200000,2595000,3330000,2100000,5293000,5604000,4751000
7052,35000000,34812000,188000,high_spender,1,8008000,6807000,7110000,4676000,253000,5822000,2136000
7053,8000000,3199000,4801000,savings_oriented,1,201000,192000,274000,276000,646000,1011000,599000
7054,13000000,6304000,6696000,savings_oriented,0,949000,1045000,294000,991000,1066000,914000,1045000
7055,27000000,19544000,7456000,high_spender,0,4637000,127000,1795000,3294000,4411000,1556000,3724000
7056,17000000,14418000,2582000,high_spender,1,2055000,1512000,899000,3021000,4058000,208000,2665000
7057,26000000,25403000,597000,high_spender,1,5578000,3854000,4988000,2111000,1174000,6320000,1378000
7058,20000000,13845000,6155000,balanced,0,1044000,133000,421000,3522000,244000,4224000,4257000
7059,37000000,27636000,9364000,high_spender,0,5759000,2970000,3007000,4518000,1541000,7349000,2492000
7060,22000000,17775000,4225000,high_spender,1,3684000,2256000,3102000,734000,3874000,1139000,2986000
7061,28000000,27640000,360000,high_spender,0,786000,3012000,2341000,5516000,4372000,4722000,6891000
7062,7000000,4982000,2018000,high_spender,0,126000,314000,762000,819000,1952000,986000,23000
7063,32000000,13137000,18863000,savings_oriented,1,1374000,1416000,3783000,2882000,1509000,2020000,153000
7064,23000000,10624000,12376000,savings_oriented,0,923000,1834000,1347000,716000,2869000,2440000,495000
7065,42000000,29171000,12829000,balanced,0,4107000,5935000,209000,1857000,7075000,7511000,2477000
7066,16000000,6425000,9575000,savings_oriented,1,1125000,1869000,5000,791000,1499000,106000,1030000
7067,9000000,4432000,4568000,savings_oriented,0,263000,961000,1194000,382000,704000,227000,701000
7068,46000000,40778000,5222000,high_spender,1,6951000,10197000,6966000,3208000,1038000,9893000,2525000
7069,33000000,14484000,18516000,savings_oriented,1,3050000,1205000,2889000,458000,2104000,2361000,2417000
7070,34000000,14251000,19749000,savings_oriented,0,1049000,2635000,2417000,9000,3684000,2357000,2100000
7071,11000000,6139000,4861000,balanced,1,64000,1283000,858000,466000,1035000,778000,1655000
7072,14000000,6505000,7495000,savings_oriented,1,1366000,1414000,5000,200000,723000,999000,1798000
7073,22000000,13536000,8464000,balanced,1,961000,2706000,2076000,2494000,2540000,1280000,1479000
7074,33000000,30720000,2280000,high_spender,1,1501000,2937000,1872000,5324000,2630000,7482000,8974000
7075,23000000,19016000,3984000,high_spender,1,3461000,381000,2849000,1080000,1520000,4906000,4819000
7076,26000000,22087000,3913000,high_spender,1,321000,4054000,4317000,4485000,5597000,1354000,1959000
7077,32000000,27979000,4021000,high_spender,1,5203000,619000,3759000,6798000,3526000,1711000,6363000
7078,22000000,14551000,7449000,balanced,1,1626000,3242000,1824000,4051000,1048000,733000,2027000
7079,7000000,4662000,2338000,balanced,0,883000,109000,301000,1069000,679000,498000,1123000
7080,50000000,15342000,34658000,savings_oriented,0,1544000,1661000,2839000,2690000,3212000,2283000,1113000
7081,18000000,7748000,10252000,savings_oriented,1,1718000,1421000,432000,455000,1635000,1260000,827000
7082,11000000,8683000,2317000,high_spender,0,702000,1148000,1032000,2169000,1495000,466000,1671000
7083,37000000,13943000,23057000,savings_oriented,0,3008000,1282000,3239000,845000,2631000,1766000,1172000
7084,16000000,14107000,1893000,high_spender,1,2425000,1927000,3199000,2425000,230000,539000,3362000
7085,50000000,34279000,15721000,balanced,0,9327000,3067000,3658000,2139000,7281000,7941000,866000
7086,33000000,21064000,11936000,balanced,0,2208000,8312000,664000,485000,5057000,3629000,709000
7087,8000000,7188000,812000,high_spender,0,1279000,375000,691000,2189000,1333000,483000,838000
7088,49000000,47993000,1007000,high_spender,0,9529000,7219000,1889000,10184000,4153000,2016000,13003000
7089,46000000,31721000,14279000,balanced,1,3354000,6496000,5761000,4877000,4427000,410000,6396000
7090,37000000,25820000,11180000,balanced,1,2984000,3337000,7395000,1197000,4842000,5628000,437000
7091,39000000,29835000,9165000,high_spender,1,3292000,5416000,6135000,4412000,2350000,1666000,6564000
7092,46000000,40982000,5018000,high_spender,0,8068000,11243000,559000,2843000,3275000,5392000,9602000
7093,39000000,13746000,25254000,savings_oriented,0,2118000,435000,640000,4720000,633000,254000,4946000
7094,22000000,14697000,7303000,balanced,1,1795000,3502000,3423000,193000,387000,2168000,3229000
7095,42000000,34617000,7383000,high_spender,1,5045000,3714000,6687000,2457000,7073000,3753000,5888000
7096,42000000,41613000,387000,high_spender,1,9038000,9508000,10253000,3531000,318000,3455000,5510000
7097,7000000,4132000,2868000,balanced,1,194000,964000,78000,828000,983000,647000,438000
7098,13000000,3930000,9070000,savings_oriented,1,261000,391000,104000,624000,872000,851000,827000
7099,40000000,32379000,7621000,high_spender,1,1989000,2698000,7347000,4706000,5210000,5923000,4506000
7100,40000000,24876000,15124000,balanced,0,9623000,1278000,209000,4781000,1653000,3021000,4311000
7101,18000000,15958000,2042000,high_spender,1,2041000,68000,4169000,4336000,1007000,738000,3599000
7102,18000000,17691000,309000,high_spender,1,454000,1943000,390000,3502000,4523000,3932000,2947000
7103,38000000,17865000,20135000,savings_oriented,1,2950000,5244000,2145000,780000,977000,5108000,661000
7104,35000000,11333000,23667000,savings_oriented,1,1646000,997000,1873000,2684000,679000,1919000,1535000
7105,48000000,30393000,17607000,balanced,0,1889000,701000,3608000,10287000,7358000,782000,5768000
7106,36000000,26099000,9901000,high_spender,1,6269000,2385000,2314000,3521000,4929000,4281000,2400000
7107,46000000,18862000,27138000,savings_oriented,1,2015000,3437000,858000,1437000,5081000,3498000,2536000
7108,17000000,14832000,2168000,high_spender,0,361000,3502000,2119000,286000,2107000,2122000,4335000
7109,45000000,24981000,20019000,balanced,1,4592000,2802000,400000,4864000,1996000,5281000,5046000
7110,9000000,2858000,6142000,savings_oriented,1,39000,875000,77000,346000,57000,1030000,434000
7111,25000000,18552000,6448000,high_spender,1,23000,5160000,1306000,3350000,2473000,615000,5625000
7112,24000000,22228000,1772000,high_spender,0,3942000,3446000,2406000,4803000,816000,2034000,4781000
7113,16000000,10326000,5674000,balanced,1,1037000,896000,2689000,807000,1690000,1680000,1527000
7114,38000000,28655000,9345000,high_spender,1,4373000,4855000,3155000,5418000,561000,5374000,4919000
7115,40000000,37970000,2030000,high_spender,1,3837000,7986000,566000,21000,8647000,8964000,7949000
7116,22000000,20246000,1754000,high_spender,0,4347000,4521000,4271000,5375000,244000,42000,1446000
7117,25000000,20682000,4318000,high_spender,1,4712000,380000,3675000,2662000,2575000,861000,5817000
7118,21000000,18604000,2396000,high_spender,0,4066000,3605000,2610000,691000,1797000,2560000,3275000
7119,22000000,18446000,3554000,high_spender,1,3831000,1156000,911000,1253000,6799000,1853000,2643000
7120,38000000,32039000,5961000,high_spender,1,1138000,5918000,5441000,7457000,3029000,2657000,6399000
7121,43000000,42896000,104000,high_spender,0,2852000,1061000,10088000,1114000,11295000,6933000,9553000
7122,32000000,13862000,18138000,savings_oriented,0,2305000,2487000,623000,1475000,1631000,2787000,2554000
