Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Other_Spending,Goal_Amount
26427000,25021000,1406000,2330000,1624000,2164000,838000,2786000,1254000,1860000,1896000,10269000,200000000
24776000,21851000,2925000,2703000,1108000,1277000,1166000,1635000,709000,2459000,1914000,8880000,200000000
8661000,7291000,1370000,806000,572000,663000,358000,634000,225000,803000,751000,2479000,200000000
15413000,13155000,2258000,1344000,657000,929000,790000,880000,398000,1446000,1277000,5434000,100000000
5997000,5528000,469000,607000,264000,511000,183000,713000,172000,503000,381000,2194000,500000000
21102000,16050000,5052000,2959000,1124000,1505000,842000,2250000,810000,1628000,1945000,2987000,100000000
20486000,18706000,1780000,1663000,1124000,1820000,668000,2051000,1011000,2341000,837000,7191000,100000000
8674000,7238000,1436000,872000,507000,454000,500000,552000,300000,819000,479000,2755000,100000000
9749000,8538000,1211000,1069000,522000,840000,549000,964000,370000,869000,694000,2661000,200000000
29081000,23711000,5370000,3366000,1203000,1682000,1717000,3210000,1317000,2136000,2662000,6418000,500000000
7212000,6223000,989000,669000,334000,513000,356000,770000,217000,418000,461000,2485000,500000000
26148000,24626000,1522000,3857000,1166000,1274000,1418000,2689000,664000,1050000,2263000,10245000,100000000
25396000,20907000,4489000,3061000,1454000,1981000,1228000,1958000,838000,3008000,1420000,5959000,500000000
6384000,4883000,1501000,744000,310000,568000,286000,662000,189000,642000,627000,855000,100000000
15696000,12182000,3514000,1265000,812000,1246000,864000,1317000,722000,1876000,642000,3438000,500000000
19175000,16957000,2218000,2186000,1129000,1357000,1022000,1502000,946000,1948000,970000,5897000,500000000
17647000,15617000,2030000,2447000,872000,1101000,918000,2074000,717000,770000,729000,5989000,100000000
12330000,10264000,2066000,1176000,614000,706000,701000,743000,488000,931000,506000,4399000,200000000
7049000,6419000,630000,737000,517000,430000,408000,779000,292000,348000,665000,2243000,200000000
7470000,6159000,1311000,608000,463000,421000,324000,542000,254000,778000,422000,2347000,20000000
18307000,14458000,3849000,2716000,1360000,1495000,705000,1577000,711000,1005000,990000,3899000,20000000
24817000,22566000,2251000,2101000,1503000,2101000,1126000,1871000,549000,2298000,1390000,9627000,50000000
6046000,4585000,1461000,864000,462000,529000,198000,515000,210000,560000,533000,714000,500000000
6286000,5339000,947000,641000,315000,383000,365000,674000,188000,573000,369000,1831000,200000000
9674000,8769000,905000,1172000,626000,651000,576000,608000,209000,1067000,731000,3129000,100000000
5788000,5421000,367000,738000,348000,398000,287000,595000,210000,568000,530000,1747000,100000000
9502000,8482000,1020000,854000,729000,689000,498000,772000,293000,629000,562000,3456000,500000000
21420000,18321000,3099000,2379000,1215000,859000,851000,2473000,808000,1396000,1044000,7296000,100000000
11962000,10219000,1743000,1229000,887000,982000,670000,1056000,423000,500000,527000,3945000,200000000
10558000,9598000,960000,886000,660000,564000,602000,558000,299000,1189000,779000,4061000,100000000
6486000,5827000,659000,897000,443000,413000,210000,738000,235000,313000,495000,2083000,200000000
23616000,19231000,4385000,1964000,1782000,1938000,802000,2709000,741000,1850000,2179000,5266000,50000000
21899000,17410000,4489000,2753000,1749000,1967000,828000,1371000,1043000,1767000,1498000,4434000,200000000
20759000,19274000,1485000,2117000,1437000,1655000,1061000,2451000,649000,1574000,1911000,6419000,200000000
10122000,8268000,1854000,946000,532000,417000,359000,822000,215000,870000,717000,3390000,1000000000
14670000,11248000,3422000,1859000,762000,857000,537000,1673000,629000,1443000,1106000,2382000,200000000
16600000,15653000,947000,1996000,869000,869000,688000,1253000,812000,925000,1199000,7042000,100000000
15993000,13232000,2761000,1632000,702000,1411000,773000,825000,401000,734000,928000,5826000,100000000
22512000,18763000,3749000,2609000,949000,1198000,1335000,2378000,1107000,2445000,2040000,4702000,50000000
5562000,5022000,540000,541000,352000,485000,298000,623000,214000,443000,518000,1548000,200000000
16508000,12960000,3548000,2319000,1196000,1434000,772000,1014000,750000,829000,1501000,3145000,100000000
18540000,17589000,951000,1890000,768000,1520000,584000,1646000,634000,1738000,861000,7948000,100000000
17587000,13439000,4148000,1709000,1102000,790000,800000,1903000,680000,1017000,1407000,4031000,20000000
23436000,19461000,3975000,3108000,1286000,940000,847000,1929000,1060000,1091000,1562000,7638000,200000000
14933000,12720000,2213000,1213000,1130000,1190000,582000,1571000,739000,935000,685000,4675000,200000000
6808000,5460000,1348000,672000,312000,559000,255000,644000,174000,434000,298000,2112000,50000000
8752000,6665000,2087000,930000,547000,771000,354000,879000,411000,958000,717000,1098000,50000000
12920000,10150000,2770000,1831000,1019000,658000,412000,1477000,517000,834000,825000,2577000,500000000
24809000,20751000,4058000,3635000,1335000,1902000,1174000,1964000,1201000,2541000,1561000,5438000,200000000
16233000,15012000,1221000,2113000,1131000,1071000,509000,1688000,480000,1399000,857000,5764000,50000000
19210000,16787000,2423000,2199000,1446000,1084000,957000,1919000,524000,914000,1462000,6282000,100000000
21922000,16998000,4924000,2737000,1040000,1541000,1138000,1770000,679000,1151000,1072000,5870000,100000000
18019000,14050000,3969000,1964000,1436000,1215000,803000,1382000,839000,836000,725000,4850000,50000000
29459000,25513000,3946000,2973000,2132000,1609000,1574000,3290000,995000,2125000,1203000,9612000,100000000
5254000,4494000,760000,770000,239000,281000,310000,338000,255000,618000,326000,1357000,500000000
26615000,21642000,4973000,2344000,1396000,1712000,1070000,1924000,726000,1450000,2212000,8808000,500000000
15949000,13750000,2199000,1663000,1037000,1016000,775000,1885000,425000,1074000,1215000,4660000,200000000
9815000,9149000,666000,1403000,740000,541000,390000,681000,396000,1036000,540000,3422000,200000000
10631000,8548000,2083000,1389000,508000,565000,460000,1181000,306000,1170000,490000,2479000,200000000
9924000,8138000,1786000,814000,687000,870000,304000,754000,237000,981000,612000,2879000,1000000000
20601000,18752000,1849000,1681000,1047000,1712000,664000,1825000,644000,1594000,1932000,7653000,500000000
6846000,5405000,1441000,795000,494000,553000,369000,533000,192000,629000,416000,1424000,100000000
27578000,21695000,5883000,3141000,1857000,1399000,943000,1806000,893000,2096000,1302000,8258000,100000000
29683000,26732000,2951000,3295000,1808000,1468000,1513000,2920000,760000,3202000,2774000,8992000,200000000
26082000,24040000,2042000,2639000,1721000,2099000,1337000,3069000,1270000,1899000,1550000,8456000,500000000
14403000,13117000,1286000,2147000,1081000,709000,863000,1620000,634000,1518000,1243000,3302000,50000000
20026000,17049000,2977000,1983000,1111000,1305000,1019000,2382000,906000,1739000,1129000,5475000,200000000
12321000,10918000,1403000,1408000,872000,629000,417000,1212000,356000,1007000,1135000,3882000,50000000
22250000,18141000,4109000,2411000,1031000,1311000,1086000,1166000,1017000,2059000,999000,7061000,50000000
10585000,8952000,1633000,973000,720000,875000,484000,940000,399000,671000,584000,3306000,500000000
28926000,23597000,5329000,2724000,2026000,2446000,1664000,2707000,628000,2065000,2420000,6917000,200000000
19316000,17497000,1819000,2787000,1115000,1735000,979000,1128000,475000,2017000,1230000,6031000,200000000
12256000,10194000,2062000,1717000,879000,1069000,558000,1324000,409000,867000,895000,2476000,20000000
6197000,4793000,1404000,582000,386000,456000,302000,627000,197000,572000,351000,1320000,100000000
6200000,5166000,1034000,876000,480000,382000,268000,505000,272000,577000,382000,1424000,100000000
6790000,5515000,1275000,643000,302000,291000,307000,478000,314000,744000,519000,1917000,500000000
12053000,9160000,2893000,1493000,545000,849000,623000,790000,554000,910000,1055000,2341000,200000000
24100000,18622000,5478000,2065000,1776000,1218000,780000,2832000,753000,2704000,2254000,4240000,100000000
14618000,13229000,1389000,2070000,1077000,1206000,708000,1552000,571000,1746000,899000,3400000,20000000
19771000,15555000,4216000,1653000,1164000,1333000,645000,1948000,690000,1058000,1539000,5525000,500000000
13860000,10450000,3410000,1647000,1089000,1063000,771000,1613000,647000,1348000,969000,1303000,200000000
16371000,12970000,3401000,2203000,1100000,1206000,954000,1052000,764000,1569000,1300000,2822000,100000000
11017000,10183000,834000,971000,874000,632000,588000,1212000,238000,843000,852000,3973000,50000000
9209000,7606000,1603000,997000,564000,718000,475000,837000,342000,592000,711000,2370000,100000000
22275000,18253000,4022000,1847000,1071000,1830000,1299000,2569000,782000,940000,1474000,6441000,100000000
21996000,20248000,1748000,2811000,1271000,1698000,804000,2117000,948000,1999000,1267000,7333000,100000000
9422000,7905000,1517000,957000,746000,743000,347000,960000,244000,615000,615000,2678000,100000000
15711000,12025000,3686000,1872000,861000,911000,698000,1030000,642000,1322000,1418000,3271000,20000000
19931000,17757000,2174000,2896000,1560000,1738000,602000,1478000,840000,992000,1207000,6444000,1000000000
29142000,22979000,6163000,2955000,2095000,1784000,1718000,2074000,606000,1269000,2672000,7806000,100000000
13353000,10967000,2386000,1114000,770000,1133000,414000,1316000,440000,1391000,667000,3722000,500000000
14811000,12072000,2739000,1885000,913000,1228000,709000,1167000,731000,738000,1085000,3616000,50000000
8859000,7885000,974000,1197000,570000,409000,360000,976000,257000,452000,412000,3252000,200000000
7325000,5850000,1475000,1077000,488000,647000,242000,475000,341000,627000,487000,1466000,200000000
19784000,16276000,3508000,1801000,852000,1777000,608000,2091000,744000,1948000,1943000,4512000,1000000000
19368000,16369000,2999000,2081000,1498000,1362000,734000,2071000,560000,787000,1503000,5773000,500000000
26990000,22993000,3997000,3754000,1724000,2136000,896000,2536000,1217000,2034000,1108000,7588000,100000000
5928000,5268000,660000,809000,458000,514000,345000,358000,295000,536000,530000,1423000,200000000
5600000,5094000,506000,693000,366000,230000,209000,408000,237000,555000,392000,2004000,100000000
18130000,14442000,3688000,1792000,1038000,1568000,595000,1411000,396000,2100000,1456000,4086000,200000000
5074000,4618000,456000,507000,318000,362000,269000,419000,109000,210000,398000,2026000,100000000
28142000,25793000,2349000,2496000,2059000,2291000,1194000,2858000,978000,3149000,1444000,9324000,100000000
27324000,21306000,6018000,3949000,1449000,1832000,1511000,2013000,551000,3206000,1758000,5037000,200000000
8526000,7963000,563000,785000,667000,567000,470000,437000,343000,932000,451000,3311000,200000000
25923000,23832000,2091000,3113000,1520000,2200000,1549000,2868000,531000,3005000,1315000,7731000,100000000
7593000,7075000,518000,918000,594000,496000,411000,609000,374000,376000,557000,2740000,500000000
17411000,13204000,4207000,1843000,1310000,1107000,634000,1215000,808000,2079000,909000,3299000,200000000
24891000,23125000,1766000,2605000,1760000,1753000,1185000,2672000,1107000,2519000,1296000,8228000,200000000
8601000,8161000,440000,1091000,505000,567000,394000,959000,382000,392000,667000,3204000,100000000
28231000,23362000,4869000,3026000,1792000,1759000,1277000,2856000,1271000,2662000,1810000,6909000,200000000
14469000,11681000,2788000,1416000,1064000,709000,563000,1082000,478000,1393000,755000,4221000,200000000
18890000,17274000,1616000,2039000,1167000,1131000,686000,1250000,827000,1707000,1190000,7277000,200000000
16674000,14677000,1997000,2277000,1159000,902000,859000,1666000,517000,1834000,1247000,4216000,20000000
15052000,13367000,1685000,2222000,1078000,903000,498000,813000,684000,1504000,1143000,4522000,200000000
13906000,11197000,2709000,1732000,842000,969000,438000,1076000,536000,736000,1306000,3562000,500000000
18867000,16437000,2430000,2542000,1159000,1329000,782000,1945000,580000,1132000,1808000,5160000,50000000
26902000,22713000,4189000,3156000,1289000,1397000,1407000,2447000,1140000,2073000,1404000,8400000,200000000
9378000,7453000,1925000,1160000,467000,415000,526000,951000,256000,671000,651000,2356000,20000000
8840000,7526000,1314000,1319000,674000,683000,408000,797000,433000,822000,590000,1800000,100000000
23141000,18626000,4515000,2561000,1703000,1537000,1277000,1545000,924000,1178000,1991000,5910000,200000000
12536000,10489000,2047000,1061000,507000,779000,386000,1051000,402000,857000,646000,4800000,100000000
18115000,14627000,3488000,2663000,1355000,842000,791000,1886000,662000,1076000,970000,4382000,50000000
10421000,9711000,710000,1412000,427000,633000,354000,689000,439000,662000,516000,4579000,500000000
12228000,9224000,3004000,1319000,713000,989000,581000,1436000,537000,1184000,1026000,1439000,500000000
23737000,22137000,1600000,3531000,1014000,1640000,1368000,1524000,1169000,1102000,1273000,9516000,200000000
8000000,6582000,1418000,834000,630000,356000,242000,408000,210000,888000,521000,2493000,100000000
25292000,23910000,1382000,2682000,1995000,1432000,1266000,2642000,889000,2309000,1406000,9289000,200000000
14422000,12209000,2213000,1769000,929000,1283000,775000,1658000,328000,1052000,1427000,2988000,100000000
24851000,23131000,1720000,2465000,1384000,1671000,1301000,1672000,558000,1960000,1960000,10160000,200000000
21925000,20434000,1491000,2826000,1326000,1191000,671000,1334000,507000,2102000,1253000,9224000,100000000
13447000,12008000,1439000,1220000,948000,1152000,474000,883000,374000,1324000,631000,5002000,100000000
7209000,6500000,709000,631000,353000,409000,237000,677000,295000,752000,478000,2668000,200000000
21262000,19617000,1645000,2497000,1226000,1626000,692000,1925000,975000,1299000,1082000,8295000,200000000
6217000,5186000,1031000,739000,432000,294000,323000,581000,206000,675000,311000,1625000,200000000
25148000,19437000,5711000,2200000,1404000,1203000,1075000,1271000,922000,2677000,1451000,7234000,50000000
12316000,9440000,2876000,1817000,508000,838000,637000,751000,323000,1335000,1207000,2024000,100000000
26910000,24002000,2908000,3233000,1623000,1399000,1099000,1804000,1177000,1250000,1722000,10695000,200000000
18782000,14595000,4187000,1701000,1305000,798000,629000,1856000,876000,967000,988000,5475000,500000000
28652000,21675000,6977000,2917000,2266000,2473000,1477000,2654000,990000,2578000,1711000,4609000,20000000
14104000,12518000,1586000,1918000,585000,604000,688000,1321000,350000,1639000,968000,4445000,50000000
27638000,21076000,6562000,3223000,1702000,2097000,923000,2486000,557000,1349000,1225000,7514000,500000000
7276000,6292000,984000,678000,422000,412000,420000,743000,263000,721000,424000,2209000,200000000
9893000,8480000,1413000,863000,492000,857000,388000,1147000,346000,503000,481000,3403000,200000000
26268000,22431000,3837000,2894000,1721000,2346000,1304000,2552000,1255000,3048000,1193000,6118000,50000000
13779000,11075000,2704000,1428000,641000,782000,427000,1407000,291000,1433000,1303000,3363000,20000000
27726000,24894000,2832000,3491000,1424000,1928000,1200000,2567000,678000,1749000,1582000,10275000,200000000
15158000,13671000,1487000,2194000,1080000,1192000,893000,1604000,393000,664000,797000,4854000,500000000
21813000,17976000,3837000,2123000,1274000,1007000,1235000,2531000,794000,1634000,1789000,5589000,50000000
5019000,4208000,811000,702000,400000,379000,184000,464000,143000,412000,218000,1306000,50000000
29193000,27319000,1874000,4216000,1619000,2490000,1646000,1830000,764000,2399000,2872000,9483000,1000000000
7570000,5825000,1745000,1084000,443000,370000,294000,787000,268000,819000,750000,1010000,100000000
24340000,21708000,2632000,3569000,1266000,1994000,1353000,2326000,516000,2884000,2091000,5709000,200000000
11965000,9570000,2395000,1663000,592000,548000,621000,1380000,589000,892000,1187000,2098000,200000000
18043000,15054000,2989000,2193000,1387000,1234000,732000,1246000,827000,958000,999000,5478000,100000000
17540000,14656000,2884000,1906000,1227000,999000,1005000,2068000,494000,1231000,970000,4756000,500000000
10474000,8151000,2323000,1198000,559000,666000,467000,928000,315000,1016000,965000,2037000,100000000
29573000,22887000,6686000,4172000,2011000,1627000,1169000,3474000,810000,2564000,2261000,4799000,100000000
15203000,12740000,2463000,1537000,1195000,806000,584000,1595000,727000,714000,1268000,4314000,100000000
19093000,16502000,2591000,1740000,820000,1473000,1111000,2112000,756000,1084000,780000,6626000,200000000
26691000,22046000,4645000,2398000,1350000,1365000,1408000,1940000,951000,2549000,1810000,8275000,200000000
5882000,5447000,435000,811000,282000,355000,238000,384000,207000,564000,334000,2272000,50000000
9499000,8226000,1273000,1266000,710000,510000,357000,890000,237000,843000,468000,2945000,50000000
11357000,9286000,2071000,1304000,536000,590000,413000,865000,555000,721000,808000,3494000,50000000
8808000,7023000,1785000,874000,461000,628000,329000,1048000,418000,467000,499000,2299000,200000000
21455000,17287000,4168000,2734000,1325000,907000,715000,1817000,1042000,1251000,1558000,5938000,200000000
22423000,20519000,1904000,1854000,1454000,1781000,999000,1295000,644000,2346000,1002000,9144000,500000000
27903000,23095000,4808000,3342000,2018000,1878000,871000,2369000,957000,2207000,2452000,7001000,100000000
13418000,12505000,913000,1448000,755000,1093000,407000,1173000,477000,914000,1301000,4937000,200000000
8402000,6980000,1422000,1247000,516000,426000,408000,423000,291000,427000,653000,2589000,100000000
25604000,20504000,5100000,2958000,2013000,1932000,836000,1720000,527000,1828000,1244000,7446000,200000000
26392000,21740000,4652000,3132000,1370000,1611000,1461000,1322000,1187000,1938000,2242000,7477000,200000000
21975000,18130000,3845000,2854000,1097000,963000,730000,1962000,932000,2437000,2037000,5118000,100000000
21078000,17271000,3807000,2401000,1442000,1636000,975000,1485000,722000,2428000,1307000,4875000,200000000
25857000,22402000,3455000,2475000,1832000,2020000,1300000,1606000,725000,2771000,1831000,7842000,500000000
25510000,22270000,3240000,3000000,1444000,1366000,941000,2773000,996000,1813000,1118000,8819000,100000000
25068000,21584000,3484000,3662000,1216000,2151000,1420000,1306000,605000,2124000,1826000,7274000,200000000
21554000,19565000,1989000,2343000,1534000,1685000,958000,2121000,1076000,2313000,924000,6611000,1000000000
18273000,15701000,2572000,2331000,1221000,1011000,721000,1647000,434000,805000,1117000,6414000,200000000
12764000,9817000,2947000,1895000,958000,663000,728000,1328000,278000,1055000,724000,2188000,100000000
29897000,26664000,3233000,4129000,2206000,1854000,1667000,1772000,1147000,2149000,1524000,10216000,200000000
26531000,22917000,3614000,3346000,1279000,1450000,1361000,2945000,899000,1870000,2419000,7348000,100000000
19931000,16359000,3572000,2621000,1461000,1014000,772000,1445000,829000,1355000,1519000,5343000,200000000
28382000,22608000,5774000,4131000,1334000,1702000,1184000,1436000,677000,2589000,2290000,7265000,50000000
23477000,22261000,1216000,3455000,1750000,969000,1190000,2253000,726000,1723000,1633000,8562000,500000000
16266000,13292000,2974000,2405000,1152000,977000,578000,1792000,570000,1070000,1380000,3368000,1000000000
26177000,24117000,2060000,3241000,1644000,1337000,1174000,1957000,875000,2233000,1628000,10028000,100000000
11494000,9209000,2285000,1229000,755000,612000,599000,999000,431000,803000,764000,3017000,200000000
29416000,27145000,2271000,2627000,1299000,1298000,1463000,2320000,678000,1258000,1324000,14878000,50000000
16498000,13198000,3300000,1765000,686000,1146000,851000,874000,579000,1211000,976000,5110000,200000000
7940000,6041000,1899000,1159000,423000,505000,451000,816000,291000,442000,368000,1586000,50000000
23827000,21570000,2257000,3390000,1736000,1847000,1407000,2762000,1106000,1144000,1642000,6536000,200000000
16410000,15561000,849000,1914000,962000,1466000,718000,1303000,609000,1802000,1581000,5206000,100000000
9934000,9217000,717000,1168000,486000,457000,316000,597000,362000,947000,881000,4003000,50000000
6156000,4716000,1440000,626000,452000,330000,339000,525000,273000,434000,408000,1329000,500000000
9927000,8497000,1430000,1110000,488000,736000,333000,1125000,218000,1180000,576000,2731000,200000000
5159000,4346000,813000,671000,375000,268000,189000,477000,203000,358000,308000,1497000,100000000
15065000,13851000,1214000,1630000,876000,625000,747000,977000,668000,897000,1030000,6401000,100000000
14012000,10545000,3467000,1305000,820000,637000,734000,1243000,320000,1091000,765000,3630000,100000000
21135000,19307000,1828000,2491000,1076000,1304000,1074000,1540000,937000,2444000,1274000,7167000,100000000
25540000,21187000,4353000,2446000,1941000,1572000,1102000,1319000,1114000,2378000,1776000,7539000,100000000
25827000,21594000,4233000,3828000,1125000,2289000,1486000,2943000,517000,2543000,2336000,4527000,50000000
15392000,14421000,971000,1652000,705000,974000,846000,1626000,422000,819000,704000,6673000,100000000
11184000,8396000,2788000,1607000,732000,827000,558000,1283000,274000,483000,719000,1913000,200000000
19926000,16738000,3188000,1909000,1475000,1287000,861000,1949000,704000,1653000,1025000,5875000,100000000
13206000,12135000,1071000,1231000,579000,706000,580000,1076000,626000,877000,1033000,5427000,200000000
26948000,21533000,5415000,3320000,1869000,1220000,951000,2278000,1026000,1170000,2001000,7698000,200000000
18457000,16086000,2371000,2484000,1286000,1531000,985000,1187000,702000,2062000,1378000,4471000,100000000
9462000,7721000,1741000,1132000,599000,451000,530000,729000,224000,397000,681000,2978000,50000000
18778000,17000000,1778000,1804000,1117000,842000,1029000,1154000,751000,770000,1578000,7955000,200000000
6809000,5213000,1596000,563000,360000,345000,316000,566000,318000,435000,335000,1975000,50000000
5956000,5609000,347000,734000,322000,239000,328000,567000,196000,475000,305000,2443000,100000000
25435000,24060000,1375000,2268000,1704000,1109000,1366000,1729000,1029000,1935000,2099000,10821000,200000000
25539000,19845000,5694000,2657000,1088000,1833000,1404000,2964000,737000,1757000,1223000,6182000,500000000
25888000,21776000,4112000,3296000,1641000,1351000,1539000,2467000,727000,2824000,2165000,5766000,200000000
6717000,5922000,795000,583000,344000,382000,365000,439000,172000,429000,335000,2873000,100000000
26826000,24727000,2099000,2385000,1574000,2193000,1023000,1655000,731000,2474000,2669000,10023000,500000000
11849000,11115000,734000,999000,739000,932000,647000,733000,359000,852000,506000,5348000,100000000
16631000,14817000,1814000,2490000,1254000,1075000,686000,1965000,615000,1182000,1440000,4110000,50000000
26678000,21017000,5661000,2857000,1685000,1885000,1213000,1776000,1158000,3058000,1438000,5947000,100000000
29747000,27114000,2633000,4266000,1460000,1318000,1603000,1838000,853000,2850000,1768000,11158000,500000000
16342000,12324000,4018000,1643000,706000,1276000,646000,1005000,409000,1357000,1548000,3734000,100000000
21558000,17067000,4491000,2861000,1403000,1419000,664000,1597000,722000,1163000,1259000,5979000,100000000
26463000,25077000,1386000,2523000,1635000,1814000,1364000,2463000,1156000,1350000,1657000,11115000,1000000000
11849000,9954000,1895000,1361000,792000,868000,676000,658000,375000,658000,603000,3963000,200000000
15276000,13303000,1973000,2104000,892000,993000,884000,934000,724000,1377000,682000,4713000,100000000
14073000,12120000,1953000,1930000,1027000,930000,759000,1666000,386000,626000,654000,4142000,200000000
27360000,23565000,3795000,3710000,2101000,1778000,1588000,2551000,1170000,2110000,2069000,6488000,1000000000
25745000,20075000,5670000,3544000,1071000,1669000,1406000,1539000,876000,1977000,1102000,6891000,1000000000
5139000,4177000,962000,487000,359000,398000,159000,455000,119000,583000,275000,1342000,200000000
25587000,22820000,2767000,2911000,1059000,1570000,1036000,1711000,727000,1781000,1628000,10397000,500000000
29415000,24911000,4504000,3352000,1700000,1181000,1179000,3475000,1346000,3286000,1368000,8024000,500000000
14851000,12662000,2189000,2114000,868000,1049000,543000,1147000,300000,1325000,1261000,4055000,200000000
5270000,4704000,566000,531000,358000,462000,284000,316000,225000,375000,518000,1635000,200000000
19298000,15938000,3360000,2802000,1044000,1020000,880000,1793000,856000,1585000,1808000,4150000,100000000
26395000,21741000,4654000,2945000,1923000,2133000,1454000,1573000,623000,1255000,2566000,7269000,200000000
6399000,5942000,457000,812000,344000,402000,307000,552000,313000,711000,465000,2036000,200000000
9147000,8527000,620000,904000,491000,660000,436000,1003000,422000,828000,447000,3336000,500000000
27634000,26088000,1546000,3004000,1352000,2336000,1147000,2050000,701000,2068000,2211000,11219000,20000000
5782000,4808000,974000,750000,389000,454000,310000,482000,158000,590000,252000,1423000,500000000
12876000,9668000,3208000,1492000,554000,1085000,650000,741000,574000,932000,883000,2757000,500000000
15106000,11605000,3501000,2193000,824000,611000,607000,1439000,550000,1161000,1320000,2900000,100000000
21239000,18219000,3020000,2795000,1076000,1048000,1270000,1229000,1013000,1567000,1939000,6282000,500000000
22491000,19932000,2559000,2688000,1106000,1376000,987000,1639000,1110000,2693000,1298000,7035000,200000000
10756000,8641000,2115000,1528000,456000,886000,425000,1171000,326000,1093000,573000,2183000,100000000
18088000,15971000,2117000,2290000,861000,1482000,916000,1094000,414000,2068000,1472000,5374000,200000000
22114000,20855000,1259000,2771000,1279000,1089000,811000,2406000,909000,1556000,1069000,8965000,200000000
29647000,25097000,4550000,2883000,1783000,1397000,1628000,2791000,1414000,2348000,2954000,7899000,100000000
16563000,14672000,1891000,1783000,841000,1354000,835000,992000,413000,929000,993000,6532000,200000000
7764000,7307000,457000,992000,512000,521000,436000,480000,385000,317000,660000,3004000,100000000
20584000,16427000,4157000,2932000,1100000,1468000,821000,1985000,533000,1144000,1719000,4725000,20000000
7858000,6564000,1294000,802000,430000,632000,437000,794000,177000,898000,461000,1933000,500000000
24012000,21135000,2877000,2283000,1712000,1215000,1081000,2303000,837000,1837000,1517000,8350000,50000000
23798000,20624000,3174000,2893000,1477000,1114000,756000,2379000,1051000,1201000,2154000,7599000,200000000
28696000,26812000,1884000,2431000,2242000,2380000,1028000,2161000,879000,2187000,1540000,11964000,50000000
16190000,14980000,1210000,2105000,880000,738000,591000,811000,485000,1674000,706000,6990000,500000000
15805000,13690000,2115000,2042000,1156000,702000,838000,1375000,410000,1265000,772000,5130000,200000000
26021000,23933000,2088000,2728000,1809000,1401000,939000,2384000,1290000,2991000,2109000,8282000,50000000
20726000,18902000,1824000,2953000,1567000,1157000,971000,2034000,627000,2319000,1124000,6150000,500000000
8893000,7793000,1100000,1024000,696000,463000,441000,589000,356000,692000,658000,2874000,100000000
10682000,9028000,1654000,1337000,431000,823000,568000,661000,256000,498000,680000,3774000,500000000
6256000,5246000,1010000,592000,272000,555000,335000,676000,210000,603000,576000,1427000,100000000
23891000,20357000,3534000,2609000,1600000,1194000,1231000,2602000,1048000,1637000,1654000,6782000,100000000
11620000,10869000,751000,1631000,646000,919000,423000,1384000,571000,1195000,562000,3538000,100000000
23397000,21854000,1543000,2221000,1702000,988000,1083000,1726000,592000,1514000,2105000,9923000,200000000
19013000,17280000,1733000,2041000,770000,874000,736000,1029000,434000,1263000,855000,9278000,50000000
28783000,22301000,6482000,2944000,2080000,1893000,1533000,2398000,1428000,2400000,2582000,5043000,200000000
29347000,27225000,2122000,2658000,1333000,2641000,1539000,2453000,1075000,1232000,1247000,13047000,200000000
23916000,19266000,4650000,2398000,1234000,2092000,882000,1257000,726000,1281000,962000,8434000,50000000
10023000,7879000,2144000,965000,789000,457000,494000,905000,489000,1084000,855000,1841000,100000000
14309000,13293000,1016000,2070000,602000,744000,454000,977000,454000,1667000,1053000,5272000,200000000
15925000,13228000,2697000,2100000,859000,1390000,845000,929000,429000,882000,842000,4952000,100000000
23427000,18652000,4775000,2393000,1016000,1114000,1251000,2163000,1033000,2385000,2295000,5002000,200000000
28837000,22763000,6074000,3848000,2138000,2224000,1165000,2012000,848000,1412000,2256000,6860000,100000000
23965000,22628000,1337000,1954000,1633000,960000,1299000,2140000,711000,1865000,1302000,10764000,100000000
9785000,8248000,1537000,1143000,705000,700000,546000,500000,326000,789000,636000,2903000,100000000
25547000,23317000,2230000,2491000,1561000,1654000,912000,1932000,1042000,2174000,2422000,9129000,200000000
6291000,4858000,1433000,554000,342000,400000,255000,696000,285000,434000,328000,1564000,200000000
21579000,18494000,3085000,3061000,865000,1758000,816000,2061000,578000,2341000,2063000,4951000,200000000
18645000,16162000,2483000,1752000,953000,821000,769000,2064000,576000,1198000,988000,7041000,200000000
6435000,5847000,588000,885000,390000,379000,279000,655000,224000,507000,266000,2262000,200000000
17110000,15583000,1527000,1864000,1139000,1066000,775000,1718000,355000,950000,960000,6756000,500000000
8247000,6200000,2047000,668000,405000,381000,256000,915000,337000,708000,357000,2173000,20000000
13655000,12788000,867000,1793000,622000,605000,432000,701000,505000,762000,737000,6631000,200000000
23382000,22016000,1366000,2847000,1124000,1145000,1161000,1857000,561000,1387000,1317000,10617000,50000000
17595000,15780000,1815000,1831000,953000,916000,762000,2063000,421000,1319000,1144000,6371000,200000000
10387000,9106000,1281000,1036000,477000,917000,340000,648000,487000,646000,592000,3963000,500000000
22823000,19910000,2913000,1944000,1056000,1456000,949000,2186000,924000,986000,1888000,8521000,100000000
7665000,6988000,677000,1118000,320000,502000,339000,807000,243000,795000,753000,2111000,200000000
23212000,17692000,5520000,2660000,1724000,1749000,1139000,2678000,700000,2451000,995000,3596000,100000000
